Price History: SP50,,,,,,,,,
,,,,,,,,,
Date,Price,CVol,Change,% Change,"Total Return (Gross, Unhedged)","Cumulative Return % (Gross, Unhedged)",Open,High,Low
06/13/22,"3,749.63",3867180817.13867,-151.24,-3.88,"7,910.43",68.84,"3,838.15","3,838.15","3,734.30"
06/10/22,"3,900.86",3178796620.48721,-116.95,-2.91,"8,229.43",75.65,"3,974.39","3,974.39","3,900.16"
06/09/22,"4,017.82",2622011093.73665,-97.95,-2.38,"8,475.91",80.91,"4,101.65","4,119.10","4,017.17"
06/08/22,"4,115.77",2394436368.5665,-44.91,-1.08,"8,681.68",85.30,"4,147.12","4,160.14","4,107.20"
06/07/22,"4,160.68",2679636866.61911,39.25,0.95,"8,776.09",87.32,"4,096.47","4,164.86","4,080.19"
06/06/22,"4,121.43",2566368064.40544,12.89,0.31,"8,693.06",85.55,"4,134.72","4,168.78","4,109.18"
06/03/22,"4,108.54",2721351812.16145,-68.28,-1.63,"8,665.80",84.96,"4,137.57","4,142.67","4,098.67"
06/02/22,"4,176.82",2981317730.77297,75.59,1.84,"8,809.18",88.03,"4,095.41","4,177.51","4,074.37"
06/01/22,"4,101.23",2986927618.31473,-30.92,-0.75,"8,648.28",84.59,"4,149.78","4,166.54","4,073.85"
05/31/22,"4,132.15",4880313384.44138,-26.09,-0.63,"8,712.60",85.96,"4,151.09","4,168.34","4,104.88"
05/27/22,"4,158.24",3147120299.29829,100.40,2.47,"8,766.83",87.12,"4,077.43","4,158.49","4,077.43"
05/26/22,"4,057.84",3603326603.26767,79.11,1.99,"8,553.68",82.57,"3,984.60","4,075.14","3,984.60"
05/25/22,"3,978.73",3342709702.5032,37.26,0.95,"8,386.62",79.01,"3,929.59","3,999.33","3,925.03"
05/24/22,"3,941.48",3364520724.44344,-32.27,-0.81,"8,307.97",77.33,"3,942.94","3,955.68","3,875.13"
05/23/22,"3,973.75",3311773543.62679,72.39,1.86,"8,375.87",78.78,"3,919.42","3,981.88","3,909.04"
05/20/22,"3,901.36",4055554003.94058,0.57,0.01,"8,222.31",75.50,"3,927.76","3,943.42","3,810.32"
05/19/22,"3,900.79",3613049298.51723,-22.89,-0.58,"8,220.97",75.47,"3,899.00","3,945.96","3,876.58"
05/18/22,"3,923.68",3585103475.0576,-165.17,-4.04,"8,268.32",76.48,"4,051.98","4,051.98","3,911.91"
05/17/22,"4,088.85",3307932514.48822,80.84,2.02,"8,614.31",83.87,"4,052.00","4,090.72","4,033.93"
05/16/22,"4,008.01",2906890590.57236,-15.88,-0.39,"8,443.55",80.22,"4,013.02","4,046.46","3,983.99"
05/13/22,"4,023.89",3385725265.10239,93.81,2.39,"8,476.57",80.93,"3,963.90","4,038.88","3,963.90"
05/12/22,"3,930.08",4193635790.78101,-5.10,-0.13,"8,278.04",76.69,"3,903.95","3,964.80","3,858.87"
05/11/22,"3,935.18",3713814065.17029,-65.87,-1.65,"8,285.82",76.85,"3,990.08","4,049.09","3,928.82"
05/10/22,"4,001.05",3929882684.15451,9.82,0.25,"8,424.20",79.81,"4,035.18","4,068.82","3,958.17"
05/09/22,"3,991.24",4035538990.10658,-132.10,-3.20,"8,403.50",79.37,"4,081.27","4,081.27","3,975.48"
05/06/22,"4,123.34",3618208985.18181,-23.53,-0.57,"8,680.97",85.29,"4,128.17","4,157.69","4,067.91"
05/05/22,"4,146.87",3800193857.40662,-153.31,-3.57,"8,729.21",86.32,"4,270.43","4,270.43","4,106.01"
05/04/22,"4,300.17",3878064072.50977,124.70,2.99,"9,050.90",93.18,"4,181.18","4,307.66","4,148.91"
05/03/22,"4,175.48",3197206136.08931,20.10,0.48,"8,788.36",87.58,"4,159.78","4,200.10","4,147.08"
05/02/22,"4,155.38",3621450159.40285,23.45,0.57,"8,746.05",86.68,"4,130.61","4,169.81","4,062.51"
04/29/22,"4,131.93",3809139805.3379,-155.57,-3.63,"8,696.65",85.62,"4,253.75","4,269.68","4,124.28"
04/28/22,"4,287.50",3663159234.94148,103.55,2.47,"9,023.42",92.60,"4,222.58","4,308.45","4,188.63"
04/27/22,"4,183.96",3429287069.30351,8.76,0.21,"8,805.00",87.94,"4,186.52","4,240.71","4,162.90"
04/26/22,"4,175.20",3510546595.14618,-120.92,-2.81,"8,786.47",87.54,"4,278.14","4,278.14","4,175.04"
04/25/22,"4,296.12",3522805340.26718,24.34,0.57,"9,040.86",92.97,"4,255.34","4,299.02","4,200.82"
04/22/22,"4,271.78",3316602265.03181,-121.89,-2.77,"8,989.51",91.87,"4,385.83","4,385.83","4,267.62"
04/21/22,"4,393.66",3480964631.96945,-65.79,-1.48,"9,245.86",97.35,"4,489.17","4,512.94","4,384.47"
04/20/22,"4,459.45",3002350252.65121,-2.76,-0.06,"9,383.54",100.28,"4,472.26","4,488.29","4,448.76"
04/19/22,"4,462.21",2805727156.94618,70.52,1.61,"9,389.21",100.41,"4,390.63","4,471.03","4,390.63"
04/18/22,"4,391.69",2566687933.43735,-0.90,-0.02,"9,240.69",97.24,"4,385.63","4,410.31","4,370.30"
04/14/22,"4,392.59",2977436392.50565,-54.00,-1.21,"9,242.58",97.28,"4,449.12","4,460.46","4,390.77"
04/13/22,"4,446.59",2815701056.11229,49.14,1.12,"9,356.21",99.70,"4,394.30","4,453.92","4,392.70"
04/12/22,"4,397.45",3000086142.02881,-15.08,-0.34,"9,251.07",97.46,"4,437.59","4,471.00","4,381.34"
04/11/22,"4,412.53",3023004520.42198,-75.75,-1.69,"9,282.48",98.13,"4,462.64","4,464.35","4,408.38"
04/08/22,"4,488.28",2846369492.14363,-11.93,-0.27,"9,441.84",101.53,"4,494.15","4,520.41","4,474.60"
04/07/22,"4,500.21",3237963294.55185,19.06,0.43,"9,466.76",102.06,"4,474.65","4,521.16","4,450.30"
04/06/22,"4,481.15",3453058098.12163,-43.97,-0.97,"9,425.49",101.18,"4,494.17","4,503.94","4,450.04"
04/05/22,"4,525.12",2830930424.51477,-57.51,-1.26,"9,517.94",103.15,"4,572.45","4,593.45","4,514.17"
04/04/22,"4,582.64",2590283590.95383,36.78,0.81,"9,637.37",105.70,"4,547.97","4,583.50","4,539.21"
04/01/22,"4,545.86",2866249171.54884,15.44,0.34,"9,559.95",104.05,"4,540.32","4,548.70","4,507.57"
03/31/22,"4,530.41",3312991753.97491,-72.04,-1.57,"9,527.46",103.36,"4,599.02","4,603.07","4,530.41"
03/30/22,"4,602.45",2672501976.39656,-29.16,-0.63,"9,678.30",106.58,"4,624.20","4,627.77","4,581.32"
03/29/22,"4,631.60",3070746940.01961,56.09,1.23,"9,738.60",107.86,"4,602.86","4,637.30","4,589.66"
03/28/22,"4,575.52",2639673635.85663,32.46,0.71,"9,620.66",105.35,"4,541.09","4,575.65","4,517.69"
03/25/22,"4,543.06",2698831614.21776,22.89,0.51,"9,552.40",103.89,"4,522.91","4,546.03","4,501.07"
03/24/22,"4,520.16",3104261527.99416,63.93,1.43,"9,504.19",102.86,"4,469.98","4,520.58","4,465.17"
03/23/22,"4,456.24",2873260530.14565,-55.37,-1.23,"9,368.98",99.97,"4,493.10","4,501.07","4,455.81"
03/22/22,"4,511.61",3104122616.3826,50.43,1.13,"9,484.86",102.45,"4,469.10","4,522.00","4,469.10"
03/21/22,"4,461.18",3262123023.57483,-1.94,-0.04,"9,378.84",100.18,"4,462.40","4,481.75","4,424.30"
03/18/22,"4,463.12",5246272196.25854,51.45,1.17,"9,382.43",100.26,"4,407.34","4,465.40","4,390.57"
03/17/22,"4,411.67",3101953104.18415,53.81,1.23,"9,274.17",97.95,"4,345.11","4,412.67","4,335.65"
03/16/22,"4,357.86",3828065837.21733,95.41,2.24,"9,160.51",95.52,"4,288.14","4,358.90","4,251.99"
03/15/22,"4,262.45",3327705733.53577,89.33,2.14,"8,959.74",91.24,"4,188.82","4,271.05","4,187.90"
03/14/22,"4,173.11",3317350602.87476,-31.20,-0.74,"8,771.75",87.23,"4,202.75","4,247.57","4,161.72"
03/11/22,"4,204.31",2917615769.99092,-55.21,-1.30,"8,835.40",88.58,"4,279.50","4,291.01","4,200.49"
03/10/22,"4,259.52",3281986725.15869,-18.36,-0.43,"8,950.90",91.05,"4,252.55","4,268.28","4,209.80"
03/09/22,"4,277.88",3732233809.78012,107.18,2.57,"8,988.65",91.86,"4,223.10","4,299.40","4,223.10"
03/08/22,"4,170.70",4470160373.33298,-30.38,-0.72,"8,762.11",87.02,"4,202.66","4,276.94","4,157.87"
03/07/22,"4,201.09",4270839343.38379,-127.79,-2.95,"8,825.72",88.38,"4,327.01","4,327.01","4,199.85"
03/04/22,"4,328.87",3640487532.20939,-34.61,-0.79,"9,094.04",94.11,"4,342.12","4,342.12","4,284.98"
03/03/22,"4,363.49",3167616740.04555,-23.06,-0.53,"9,166.13",95.64,"4,401.31","4,416.78","4,345.56"
03/02/22,"4,386.54",3428736070.84845,80.29,1.86,"9,213.39",96.65,"4,322.56","4,401.48","4,322.56"
03/01/22,"4,306.26",3738300568.8591,-67.68,-1.55,"9,044.47",93.05,"4,363.14","4,378.45","4,279.54"
02/28/22,"4,373.94",3957803099.02954,-10.72,-0.24,"9,186.37",96.08,"4,354.17","4,388.84","4,315.12"
02/25/22,"4,384.65",3394989646.42906,95.96,2.24,"9,207.85",96.53,"4,298.38","4,385.34","4,286.83"
02/24/22,"4,288.70",4626941321.24329,63.19,1.50,"9,005.37",92.21,"4,155.77","4,294.73","4,114.65"
02/23/22,"4,225.50",3289672602.72217,-79.25,-1.84,"8,871.95",89.36,"4,324.93","4,341.51","4,221.51"
02/22/22,"4,304.76",3586062177.54745,-44.11,-1.01,"9,038.32",92.92,"4,332.74","4,362.12","4,267.11"
02/18/22,"4,348.87",3523565489.99976,-31.39,-0.72,"9,130.81",94.89,"4,384.57","4,394.60","4,327.22"
02/17/22,"4,380.26",3308049294.50798,-94.75,-2.12,"9,195.35",96.27,"4,456.06","4,456.06","4,373.81"
02/16/22,"4,475.01",3207472430.79948,3.94,0.09,"9,393.09",100.49,"4,455.75","4,489.55","4,429.68"
02/15/22,"4,471.07",3182292357.70416,69.41,1.58,"9,383.57",100.28,"4,429.28","4,472.77","4,429.28"
02/14/22,"4,401.67",3186906502.25067,-16.97,-0.38,"9,236.86",97.15,"4,412.61","4,426.22","4,364.84"
02/11/22,"4,418.64",3685034869.52972,-85.45,-1.90,"9,271.80",97.90,"4,506.27","4,526.33","4,401.41"
02/10/22,"4,504.08",3445564072.46399,-83.09,-1.81,"9,450.72",101.72,"4,553.24","4,588.92","4,484.31"
02/09/22,"4,587.18",3170558736.17268,65.64,1.45,"9,623.84",105.41,"4,547.00","4,590.03","4,547.00"
02/08/22,"4,521.54",3189706451.44653,37.67,0.84,"9,484.95",102.45,"4,480.02","4,531.32","4,465.40"
02/07/22,"4,483.87",3010241426.08833,-16.67,-0.37,"9,405.84",100.76,"4,505.75","4,521.86","4,471.47"
02/04/22,"4,500.53",3436540070.81223,23.09,0.52,"9,440.58",101.50,"4,482.79","4,539.66","4,451.50"
02/03/22,"4,477.44",3486883890.61737,-111.93,-2.44,"9,390.57",100.43,"4,535.41","4,542.88","4,470.39"
02/02/22,"4,589.38",3724102775.23613,42.84,0.94,"9,624.89",105.44,"4,566.39","4,595.31","4,544.32"
02/01/22,"4,546.54",3475909879.04929,30.99,0.69,"9,534.95",103.52,"4,519.57","4,550.49","4,483.53"
01/31/22,"4,515.55",3727762425.34256,83.70,1.89,"9,469.92",102.13,"4,431.79","4,516.89","4,414.02"
01/28/22,"4,431.85",3703948129.70734,105.34,2.43,"9,294.21",98.38,"4,336.19","4,432.72","4,292.46"
01/27/22,"4,326.51",3868978121.1853,-23.41,-0.54,"9,072.24",93.64,"4,380.58","4,428.74","4,309.50"
01/26/22,"4,349.93",4223573905.25055,-6.53,-0.15,"9,120.75",94.68,"4,408.43","4,453.23","4,304.80"
01/25/22,"4,356.45",3952189156.62003,-53.67,-1.22,"9,134.33",94.97,"4,366.64","4,411.01","4,287.11"
01/24/22,"4,410.13",5188058105.68619,12.19,0.28,"9,246.84",97.37,"4,356.32","4,417.35","4,222.62"
01/21/22,"4,397.94",4257765525.87891,-84.79,-1.89,"9,221.28",96.82,"4,471.38","4,494.52","4,395.34"
01/20/22,"4,482.73",3142533214.8819,-50.03,-1.10,"9,398.96",100.61,"4,547.35","4,602.11","4,477.95"
01/19/22,"4,532.76",3116983634.41277,-44.35,-0.97,"9,503.14",102.84,"4,588.03","4,611.55","4,530.20"
01/18/22,"4,577.11",3257900249.04442,-85.75,-1.84,"9,595.93",104.82,"4,632.24","4,632.24","4,568.70"
01/14/22,"4,662.85",3072360903.32794,3.83,0.08,"9,775.53",108.65,"4,637.99","4,665.13","4,614.75"
01/13/22,"4,659.03",3082994860.50415,-67.32,-1.42,"9,767.35",108.48,"4,733.56","4,744.13","4,650.29"
01/12/22,"4,726.35",2667735857.17392,13.28,0.28,"9,907.38",111.47,"4,728.59","4,748.83","4,706.71"
01/11/22,"4,713.07",2813768468.57451,42.78,0.92,"9,879.39",110.87,"4,669.14","4,714.13","4,638.27"
01/10/22,"4,670.29",3497286340.63339,-6.74,-0.14,"9,789.72",108.95,"4,655.34","4,673.02","4,582.24"
01/07/22,"4,677.03",2968561945.41931,-19.03,-0.41,"9,803.85",109.26,"4,697.66","4,707.95","4,662.74"
01/06/22,"4,696.05",3041118731.84586,-4.52,-0.10,"9,841.92",110.07,"4,693.39","4,725.01","4,671.26"
01/05/22,"4,700.58",3535983052.04773,-92.96,-1.94,"9,850.70",110.26,"4,787.99","4,797.70","4,699.44"
01/04/22,"4,793.54",3579593916.15676,-3.02,-0.06,"10,044.75",114.40,"4,804.51","4,818.62","4,774.27"
01/03/22,"4,796.56",2827224115.79704,30.38,0.64,"10,050.41",114.52,"4,778.14","4,796.64","4,758.17"
12/31/21,"4,766.18",1708127167.95731,-12.54,-0.26,"9,986.70",113.16,"4,775.21","4,786.83","4,765.75"
12/30/21,"4,778.73",1744267785.42328,-14.33,-0.30,"10,012.51",113.71,"4,794.23","4,808.93","4,775.33"
12/29/21,"4,793.06",1799489341.88747,6.70,0.14,"10,041.61",114.33,"4,788.64","4,804.06","4,778.08"
12/28/21,"4,786.35",1959685650.74205,-4.84,-0.10,"10,027.53",114.03,"4,795.49","4,807.02","4,780.04"
12/27/21,"4,791.19",2038409617.03205,65.40,1.38,"10,037.67",114.25,"4,733.99","4,791.49","4,733.99"
12/23/21,"4,725.79",2099916922.01376,29.23,0.62,"9,900.30",111.31,"4,703.96","4,740.74","4,703.96"
12/22/21,"4,696.56",2407807415.65895,47.33,1.02,"9,838.90",110.00,"4,650.36","4,697.67","4,645.53"
12/21/21,"4,649.23",2938962940.94467,81.21,1.78,"9,738.73",107.87,"4,594.96","4,651.14","4,583.16"
12/20/21,"4,568.02",3023929428.48969,-52.62,-1.14,"9,567.91",104.22,"4,587.90","4,587.90","4,531.10"
12/17/21,"4,620.64",5393455800.65155,-48.03,-1.03,"9,678.03",106.57,"4,652.50","4,666.70","4,600.22"
12/16/21,"4,668.67",3603053903.66364,-41.18,-0.87,"9,778.09",108.71,"4,719.13","4,731.99","4,651.89"
12/15/21,"4,709.85",3447205179.48914,75.77,1.63,"9,863.92",110.54,"4,636.46","4,712.60","4,611.22"
12/14/21,"4,634.09",3326613806.29349,-34.88,-0.75,"9,705.06",107.15,"4,642.99","4,660.47","4,606.52"
12/13/21,"4,668.97",3181685449.89395,-43.05,-0.91,"9,776.69",108.68,"4,710.30","4,710.30","4,667.60"
12/10/21,"4,712.02",2759498559.79061,44.57,0.95,"9,866.62",110.60,"4,687.64","4,713.57","4,670.24"
12/09/21,"4,667.45",2616176106.81725,-33.75,-0.72,"9,773.19",108.60,"4,691.00","4,695.26","4,665.98"
12/08/21,"4,701.21",2760502709.40399,14.46,0.31,"9,842.68",110.08,"4,690.86","4,705.06","4,674.52"
12/07/21,"4,686.75",3247286934.43489,95.07,2.07,"9,812.20",109.43,"4,631.97","4,694.04","4,631.97"
12/06/21,"4,591.67",3436407682.75452,53.24,1.17,"9,613.02",105.18,"4,548.37","4,612.60","4,540.51"
12/03/21,"4,538.43",3508343911.50665,-38.67,-0.84,"9,501.28",102.80,"4,589.49","4,608.03","4,495.12"
12/02/21,"4,577.10",3417152608.22678,64.06,1.42,"9,581.79",104.52,"4,504.73","4,595.46","4,504.73"
12/01/21,"4,513.04",3719185060.56213,-53.97,-1.18,"9,446.21",101.62,"4,602.82","4,652.94","4,510.27"
11/30/21,"4,567.00",4899616250.13733,-88.27,-1.90,"9,558.33",104.02,"4,640.25","4,646.02","4,560.00"
11/29/21,"4,655.27",3052561021.5435,60.65,1.32,"9,741.78",107.93,"4,628.75","4,672.95","4,625.26"
11/26/21,"4,594.62",2555000806.09226,-106.85,-2.27,"9,614.25",105.21,"4,664.63","4,664.63","4,585.43"
11/24/21,"4,701.46",2334888904.37603,10.77,0.23,"9,837.60",109.98,"4,675.78","4,702.87","4,659.89"
11/23/21,"4,690.70",2928018488.00468,7.75,0.17,"9,814.65",109.49,"4,678.48","4,699.39","4,652.66"
11/22/21,"4,682.94",3388360618.5627,-15.01,-0.32,"9,798.29",109.14,"4,712.00","4,743.83","4,682.17"
11/19/21,"4,697.96",3159013177.31476,-6.59,-0.14,"9,828.80",109.79,"4,708.44","4,717.75","4,694.22"
11/18/21,"4,704.54",3142874467.59987,15.87,0.34,"9,842.35",110.08,"4,700.72","4,708.80","4,672.78"
11/17/21,"4,688.67",2625637382.58743,-12.23,-0.26,"9,808.27",109.35,"4,701.50","4,701.50","4,684.41"
11/16/21,"4,700.90",2403761506.20651,18.09,0.39,"9,831.91",109.85,"4,679.42","4,714.95","4,679.42"
11/15/21,"4,682.80",2361695296.71288,-0.04,0.00,"9,793.53",109.04,"4,689.30","4,697.42","4,672.86"
11/12/21,"4,682.85",2433650532.18937,33.58,0.72,"9,793.22",109.03,"4,655.24","4,688.47","4,650.77"
11/11/21,"4,649.27",2198149616.89472,2.56,0.06,"9,722.08",107.51,"4,659.39","4,664.55","4,648.31"
11/10/21,"4,646.71",2974369658.8335,-38.54,-0.82,"9,716.72",107.40,"4,670.26","4,684.85","4,630.86"
11/09/21,"4,685.25",2943876788.84029,-16.45,-0.35,"9,795.12",109.07,"4,707.25","4,708.53","4,670.87"
11/08/21,"4,701.70",2855281818.99357,4.18,0.09,"9,828.81",109.79,"4,701.48","4,714.92","4,694.39"
11/05/21,"4,697.53",3598351585.39104,17.47,0.37,"9,819.98",109.60,"4,699.26","4,718.50","4,681.32"
11/04/21,"4,680.06",3698676806.43463,19.49,0.42,"9,782.48",108.80,"4,662.93","4,683.00","4,662.59"
11/03/21,"4,660.57",2533707529.7575,29.92,0.65,"9,740.47",107.90,"4,630.65","4,663.46","4,621.19"
11/02/21,"4,630.65",2623061471.37546,16.98,0.37,"9,677.95",106.57,"4,613.34","4,635.15","4,613.34"
11/01/21,"4,613.67",2581531957.90577,8.30,0.18,"9,642.44",105.81,"4,610.62","4,620.34","4,595.06"
10/29/21,"4,605.38",2900872436.91062,8.96,0.19,"9,625.02",105.44,"4,572.87","4,608.08","4,567.59"
10/28/21,"4,596.42",2625212265.80906,44.73,0.98,"9,605.23",105.02,"4,562.84","4,597.55","4,562.84"
10/27/21,"4,551.68",2719495366.3311,-23.11,-0.51,"9,511.27",103.01,"4,580.22","4,584.57","4,551.66"
10/26/21,"4,574.79",2737891421.52405,8.31,0.18,"9,559.39",104.04,"4,578.69","4,598.53","4,569.17"
10/25/21,"4,566.48",2303215329.61273,21.58,0.47,"9,541.99",103.67,"4,553.69","4,572.62","4,537.36"
10/22/21,"4,544.90",2270015575.3231,-4.88,-0.11,"9,496.86",102.70,"4,546.12","4,559.67","4,524.00"
10/21/21,"4,549.78",2252848563.56239,13.59,0.30,"9,506.91",102.92,"4,532.24","4,551.44","4,526.89"
10/20/21,"4,536.19",2117197100.90256,16.56,0.37,"9,477.82",102.30,"4,524.42","4,540.87","4,524.40"
10/19/21,"4,519.63",1994436965.06405,33.17,0.74,"9,443.12",101.56,"4,497.34","4,520.40","4,496.41"
10/18/21,"4,486.46",2237284177.11449,15.09,0.34,"9,373.68",100.07,"4,463.72","4,488.75","4,447.47"
10/15/21,"4,471.37",2540801987.01096,33.10,0.75,"9,342.15",99.40,"4,447.69","4,475.82","4,447.69"
10/14/21,"4,438.26",2351596266.40797,74.46,1.71,"9,272.97",97.92,"4,386.75","4,439.73","4,386.75"
10/13/21,"4,363.80",2270516816.09821,13.16,0.30,"9,116.39",94.58,"4,358.01","4,372.87","4,329.92"
10/12/21,"4,350.65",2284040595.7365,-10.54,-0.24,"9,088.73",93.99,"4,368.31","4,374.89","4,342.09"
10/11/21,"4,361.19",1998507149.66202,-30.15,-0.69,"9,110.76",94.46,"4,385.44","4,415.88","4,360.59"
10/08/21,"4,391.34",1973448742.87033,-8.43,-0.19,"9,173.74",95.81,"4,406.51","4,412.02","4,386.22"
10/07/21,"4,399.76",2372078567.11578,36.22,0.83,"9,191.19",96.18,"4,383.73","4,429.97","4,383.73"
10/06/21,"4,363.55",2511318218.67943,17.83,0.41,"9,113.45",94.52,"4,319.57","4,365.57","4,290.49"
10/05/21,"4,345.72",2487050415.5941,45.26,1.05,"9,076.19",93.72,"4,309.87","4,369.23","4,309.87"
10/04/21,"4,300.46",3044767530.47656,-56.58,-1.30,"8,980.64",91.68,"4,348.84","4,355.51","4,278.94"
10/01/21,"4,357.04",2645311684.33188,49.50,1.15,"9,098.25",94.20,"4,317.16","4,375.19","4,288.52"
09/30/21,"4,307.54",2682438927.41202,-51.92,-1.19,"8,994.83",91.99,"4,370.67","4,382.55","4,306.24"
09/29/21,"4,359.46",2329516790.35854,6.83,0.16,"9,102.62",94.29,"4,419.54","4,359.46","4,359.46"
09/28/21,"4,352.63",3005457158.75816,-90.48,-2.04,"9,087.47",93.96,"4,419.54","4,419.54","4,346.33"
09/27/21,"4,443.11",2500014569.81564,-12.37,-0.28,"9,275.87",97.99,"4,442.12","4,457.30","4,436.19"
09/24/21,"4,455.48",2067726838.64403,6.49,0.15,"9,301.49",98.53,"4,438.04","4,463.12","4,430.27"
09/23/21,"4,448.98",2347287123.87276,53.35,1.21,"9,287.80",98.24,"4,406.75","4,465.40","4,406.75"
09/22/21,"4,395.64",2474066068.16101,41.45,0.95,"9,176.08",95.86,"4,367.43","4,416.75","4,367.43"
09/21/21,"4,354.19",2391243934.60464,-3.54,-0.08,"9,089.55",94.01,"4,374.45","4,394.87","4,347.96"
09/20/21,"4,357.73",3228819825.47759,-75.26,-1.70,"9,096.52",94.16,"4,402.95","4,402.95","4,305.91"
09/17/21,"4,432.99",4420516881.26373,-40.77,-0.91,"9,253.57",97.51,"4,469.74","4,471.52","4,427.76"
09/16/21,"4,473.75",2177365500.43011,-6.95,-0.16,"9,338.61",99.33,"4,477.09","4,485.87","4,443.80"
09/15/21,"4,480.70",2486428505.8136,37.65,0.85,"9,352.83",99.63,"4,447.49","4,486.87","4,438.37"
09/14/21,"4,443.05",2388937842.87643,-25.68,-0.57,"9,273.99",97.95,"4,479.33","4,485.68","4,435.46"
09/13/21,"4,468.73",2542411972.19086,10.15,0.23,"9,325.29",99.04,"4,474.81","4,492.99","4,445.70"
09/10/21,"4,458.58",2309001471.85612,-34.70,-0.77,"9,304.03",98.59,"4,506.92","4,520.47","4,457.66"
09/09/21,"4,493.28",2167108072.90268,-20.78,-0.46,"9,375.99",100.12,"4,513.02","4,529.90","4,492.07"
09/08/21,"4,514.07",2168244189.9929,-5.96,-0.13,"9,418.57",101.03,"4,518.09","4,521.79","4,493.95"
09/07/21,"4,520.03",2166329271.60072,-15.40,-0.34,"9,430.68",101.29,"4,535.38","4,535.38","4,513.00"
09/03/21,"4,535.43",1941354682.20615,-1.51,-0.03,"9,462.54",101.97,"4,532.42","4,541.45","4,521.30"
09/02/21,"4,536.95",2117500788.45881,12.85,0.28,"9,465.47",102.03,"4,534.48","4,545.85","4,524.66"
09/01/21,"4,524.09",2282739151.81827,1.41,0.03,"9,437.15",101.43,"4,528.80","4,537.11","4,522.02"
08/31/21,"4,522.68",2641416180.10139,-6.11,-0.13,"9,433.58",101.35,"4,529.75","4,531.39","4,515.80"
08/30/21,"4,528.79",1974777039.49832,19.42,0.43,"9,445.24",101.60,"4,513.76","4,537.36","4,513.76"
08/27/21,"4,509.37",2142299508.77285,39.37,0.88,"9,404.15",100.72,"4,474.10","4,513.33","4,474.10"
08/26/21,"4,470.00",1998882325.37174,-26.19,-0.58,"9,321.74",98.97,"4,493.75","4,495.90","4,468.99"
08/25/21,"4,496.19",2179257500.43678,9.96,0.22,"9,376.00",100.12,"4,490.45","4,501.71","4,485.66"
08/24/21,"4,486.23",2209612490.56625,6.70,0.15,"9,355.11",99.68,"4,484.40","4,492.81","4,482.28"
08/23/21,"4,479.53",2557977708.78314,37.87,0.85,"9,341.09",99.38,"4,450.29","4,489.88","4,450.29"
08/20/21,"4,441.67",2615468867.9142,35.86,0.81,"9,261.31",97.68,"4,410.56","4,444.35","4,406.80"
08/19/21,"4,405.80",3076732074.78237,5.54,0.13,"9,186.07",96.07,"4,382.44","4,418.61","4,367.73"
08/18/21,"4,400.27",2350359530.37262,-47.81,-1.07,"9,173.93",95.81,"4,440.94","4,454.32","4,397.59"
08/17/21,"4,448.08",2316080301.44691,-31.63,-0.71,"9,271.83",97.90,"4,462.12","4,462.12","4,417.83"
08/16/21,"4,479.71",2131653449.76425,11.71,0.26,"9,337.18",99.29,"4,461.65","4,480.26","4,437.66"
08/13/21,"4,468.00",1832300380.60856,7.17,0.16,"9,312.51",98.77,"4,464.84","4,468.37","4,460.82"
08/12/21,"4,460.83",1938899973.06727,13.13,0.30,"9,297.20",98.44,"4,446.08","4,461.77","4,435.96"
08/11/21,"4,447.70",2219167354.702,10.95,0.25,"9,267.40",97.81,"4,442.18","4,449.44","4,436.42"
08/10/21,"4,436.75",2259371327.12364,4.40,0.10,"9,244.22",97.31,"4,435.79","4,445.21","4,430.03"
08/09/21,"4,432.35",1987653919.42024,-4.16,-0.09,"9,235.05",97.11,"4,437.77","4,439.39","4,424.74"
08/06/21,"4,436.52",2172380746.76704,7.41,0.17,"9,243.03",97.29,"4,429.07","4,440.82","4,429.07"
08/05/21,"4,429.10",2326057879.32777,26.44,0.60,"9,226.49",96.93,"4,408.86","4,429.76","4,408.86"
08/04/21,"4,402.66",2658764583.13846,-20.49,-0.46,"9,170.76",95.74,"4,415.95","4,416.17","4,400.23"
08/03/21,"4,423.15",2638577273.51378,36.00,0.82,"9,213.35",96.65,"4,392.74","4,423.79","4,373.00"
08/02/21,"4,387.16",2398608422.56069,-8.11,-0.18,"9,138.36",95.05,"4,406.86","4,422.18","4,384.81"
07/30/21,"4,395.26",2678936976.44043,-23.88,-0.54,"9,155.21",95.41,"4,395.12","4,412.25","4,389.65"
07/29/21,"4,419.15",2460838879.55665,18.51,0.42,"9,204.25",96.46,"4,403.59","4,429.97","4,403.59"
07/28/21,"4,400.64",2491512530.47562,-0.83,-0.02,"9,164.62",95.61,"4,402.95","4,415.47","4,387.01"
07/27/21,"4,401.46",2463455749.65668,-20.84,-0.47,"9,166.27",95.65,"4,416.38","4,416.38","4,372.51"
07/26/21,"4,422.30",2135844167.9039,10.51,0.24,"9,209.63",96.57,"4,409.58","4,422.73","4,405.45"
07/23/21,"4,411.79",2064448883.59833,44.32,1.01,"9,187.64",96.10,"4,381.20","4,415.18","4,381.20"
07/22/21,"4,367.48",2276559308.94089,8.78,0.20,"9,094.95",94.12,"4,361.27","4,369.87","4,350.06"
07/21/21,"4,358.69",2612339820.44601,35.63,0.82,"9,075.97",93.72,"4,331.13","4,359.70","4,331.13"
07/20/21,"4,323.06",2993139801.84746,64.57,1.52,"9,001.77",92.14,"4,265.11","4,336.84","4,262.05"
